Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_type,SRA Study,HOST,create_date,version,Isolate,Strain,Investigation_type,Isolation_source
SRR3740612,WGS,252,2010281112,PRJNA327656,SAMN05355248,"Microbe\, viral or environmental",885482668,ETH ZURICH,2009,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1895630,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_73,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_73,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NZ_73,,,
SRR3740613,WGS,252,1665906732,PRJNA327656,SAMN05355249,"Microbe\, viral or environmental",773900520,ETH ZURICH,2009,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1895631,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_74,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_74,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NZ_74,,,
SRR3740614,WGS,252,1834567056,PRJNA327656,SAMN05355187,"Microbe\, viral or environmental",825454129,ETH ZURICH,2003,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1895632,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_8,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_8,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,CH_8,,,
SRR3740615,WGS,252,1582420140,PRJNA327656,SAMN05355250,"Microbe\, viral or environmental",739679064,ETH ZURICH,2009,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1895633,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_76,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_76,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NZ_76,,,
SRR3740616,WGS,252,1540098504,PRJNA327656,SAMN05355251,"Microbe\, viral or environmental",711909912,ETH ZURICH,2009,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1895634,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_77,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_77,whole organism,SRP077778,Hordeum vulgare,2016-07-02T14:59:00Z,1,NZ_77,,,
SRR3740617,WGS,252,1457610840,PRJNA327656,SAMN05355252,"Microbe\, viral or environmental",688078308,ETH ZURICH,2009,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1895635,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_78,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_78,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:00:00Z,1,NZ_78,,,
SRR3740618,WGS,252,1224559728,PRJNA327656,SAMN05355253,"Microbe\, viral or environmental",600858335,ETH ZURICH,2009,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1895636,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_79,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_79,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:01:00Z,1,NZ_79,,,
SRR3740619,WGS,252,1329269004,PRJNA327656,SAMN05355254,"Microbe\, viral or environmental",651972154,ETH ZURICH,2009,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1895637,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_80,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_80,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:00:00Z,1,NZ_80,,,
SRR3740620,WGS,252,1616505912,PRJNA327656,SAMN05355255,"Microbe\, viral or environmental",761195769,ETH ZURICH,2009,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1895638,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_81,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_81,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:00:00Z,1,NZ_81,,,
SRR3740621,WGS,252,1792232064,PRJNA327656,SAMN05355256,"Microbe\, viral or environmental",856922653,ETH ZURICH,2009,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1895639,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_82,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_82,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:01:00Z,1,NZ_82,,,
SRR3740622,WGS,252,1340921736,PRJNA327656,SAMN05355257,"Microbe\, viral or environmental",632032250,ETH ZURICH,2009,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1895640,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_83,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_83,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:00:00Z,1,NZ_83,,,
SRR3740623,WGS,252,1691405604,PRJNA327656,SAMN05355258,"Microbe\, viral or environmental",801645067,ETH ZURICH,2009,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1895641,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_84,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,NZ_84,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:01:00Z,1,NZ_84,,,
SRR3740624,WGS,252,2036761272,PRJNA327656,SAMN05355259,"Microbe\, viral or environmental",962716437,ETH ZURICH,2005,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895642,Spain,Europe,Spain,Illumina HiSeq 2000,SP_85,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_85,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:04:00Z,1,SP_85,,,
SRR3740625,WGS,252,2023775964,PRJNA327656,SAMN05355188,"Microbe\, viral or environmental",914272828,ETH ZURICH,2003,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1895643,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_9,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_9,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:02:00Z,1,CH_9,,,
SRR3740626,WGS,252,1961127756,PRJNA327656,SAMN05355260,"Microbe\, viral or environmental",889607490,ETH ZURICH,2005,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1895644,Spain,Europe,Spain,Illumina HiSeq 2000,SP_86,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_86,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:01:00Z,1,SP_86,,,
SRR3740627,WGS,252,1629645696,PRJNA327656,SAMN05355261,"Microbe\, viral or environmental",733597871,ETH ZURICH,2005,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1895645,Spain,Europe,Spain,Illumina HiSeq 2000,SP_87,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_87,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:01:00Z,1,SP_87,,,
SRR3740628,WGS,252,2359579068,PRJNA327656,SAMN05355262,"Microbe\, viral or environmental",1071238833,ETH ZURICH,2005,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1895646,Spain,Europe,Spain,Illumina HiSeq 2000,SP_88,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_88,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:02:00Z,1,SP_88,,,
SRR3740629,WGS,252,1301533632,PRJNA327656,SAMN05355263,"Microbe\, viral or environmental",585036895,ETH ZURICH,2005,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1895647,Spain,Europe,Spain,Illumina HiSeq 2000,SP_89,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_89,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:03:00Z,1,SP_89,,,
SRR3740630,WGS,252,2810078964,PRJNA327656,SAMN05355264,"Microbe\, viral or environmental",1267151807,ETH ZURICH,2005,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1895648,Spain,Europe,Spain,Illumina HiSeq 2000,SP_90,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_90,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:03:00Z,1,SP_90,,,
SRR3740631,WGS,252,4066057800,PRJNA327656,SAMN05355265,"Microbe\, viral or environmental",1885466678,ETH ZURICH,2005,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1895649,Spain,Europe,Spain,Illumina HiSeq 2000,SP_91,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_91,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:04:00Z,1,SP_91,,,
SRR3740632,WGS,252,3085408116,PRJNA327656,SAMN05355266,"Microbe\, viral or environmental",1391387528,ETH ZURICH,2005,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1895650,Spain,Europe,Spain,Illumina HiSeq 2000,SP_92,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_92,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:03:00Z,1,SP_92,,,
SRR3740633,WGS,252,3322330956,PRJNA327656,SAMN05355267,"Microbe\, viral or environmental",1519432092,ETH ZURICH,2005,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895651,Spain,Europe,Spain,Illumina HiSeq 2000,SP_93,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_93,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:04:00Z,1,SP_93,,,
SRR3740634,WGS,252,4403298060,PRJNA327656,SAMN05355268,"Microbe\, viral or environmental",1988947225,ETH ZURICH,2005,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1895652,Spain,Europe,Spain,Illumina HiSeq 2000,SP_94,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_94,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:05:00Z,1,SP_94,,,
SRR3740635,WGS,252,3742086096,PRJNA327656,SAMN05355269,"Microbe\, viral or environmental",1678922959,ETH ZURICH,2005,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1895653,Spain,Europe,Spain,Illumina HiSeq 2000,SP_95,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_95,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:04:00Z,1,SP_95,,,
SRR3740636,WGS,252,742502628,PRJNA327656,SAMN05355189,"Microbe\, viral or environmental",356628546,ETH ZURICH,2003,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1895654,Switzerland,Europe,Switzerland,Illumina HiSeq 2000,CH_10,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,CH_10,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:01:00Z,1,CH_10,,,
SRR3740637,WGS,252,3857464548,PRJNA327656,SAMN05355270,"Microbe\, viral or environmental",1731923669,ETH ZURICH,2005,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895655,Spain,Europe,Spain,Illumina HiSeq 2000,SP_96,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_96,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:06:00Z,1,SP_96,,,
SRR3740638,WGS,252,1125434772,PRJNA327656,SAMN05355271,"Microbe\, viral or environmental",546410647,ETH ZURICH,2005,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1895656,Spain,Europe,Spain,Illumina HiSeq 2000,SP_97,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_97,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:02:00Z,1,SP_97,,,
SRR3740639,WGS,252,2863065996,PRJNA327656,SAMN05355272,"Microbe\, viral or environmental",1431082385,ETH ZURICH,2005,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1895657,Spain,Europe,Spain,Illumina HiSeq 2000,SP_98,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,SP_98,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:04:00Z,1,SP_98,,,
SRR3740640,WGS,252,2914712640,PRJNA327656,SAMN05355273,"Microbe\, viral or environmental",1461067778,ETH ZURICH,2008,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1895658,Iceland,Europe,Iceland,Illumina HiSeq 2000,IS_99,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,IS_99,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:04:00Z,1,IS_99,,,
SRR3740641,WGS,252,2861245548,PRJNA327656,SAMN05355274,"Microbe\, viral or environmental",1434959861,ETH ZURICH,2008,public,"fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1895659,Iceland,Europe,Iceland,Illumina HiSeq 2000,IS_100,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,IS_100,whole organism,SRP077778,Hordeum vulgare,,,IS_100,,,
SRR3740642,WGS,252,2820451788,PRJNA327656,SAMN05355275,"Microbe\, viral or environmental",1395381323,ETH ZURICH,2008,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1895660,Iceland,Europe,Iceland,Illumina HiSeq 2000,IS_101,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,IS_101,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:05:00Z,1,IS_101,,,
SRR3740643,WGS,252,2975989716,PRJNA327656,SAMN05355276,"Microbe\, viral or environmental",1482889695,ETH ZURICH,2008,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1895661,Iceland,Europe,Iceland,Illumina HiSeq 2000,IS_102,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,IS_102,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:05:00Z,1,IS_102,,,
SRR3740644,WGS,252,2737966140,PRJNA327656,SAMN05355277,"Microbe\, viral or environmental",1362130774,ETH ZURICH,2008,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1895662,Iceland,Europe,Iceland,Illumina HiSeq 2000,IS_103,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,IS_103,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:04:00Z,1,IS_103,,,
SRR3740645,WGS,252,2890421100,PRJNA327656,SAMN05355278,"Microbe\, viral or environmental",1447292641,ETH ZURICH,2008,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1895663,Iceland,Europe,Iceland,Illumina HiSeq 2000,IS_104,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,IS_104,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:05:00Z,1,IS_104,,,
SRR3740646,WGS,252,3232863144,PRJNA327656,SAMN05355279,"Microbe\, viral or environmental",1624237372,ETH ZURICH,2008,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1895664,Iceland,Europe,Iceland,Illumina HiSeq 2000,IS_105,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2016-12-02T00:00:00Z,IS_105,whole organism,SRP077778,Hordeum vulgare,2016-07-02T15:27:00Z,1,IS_105,,,
SRR17951570,WGS,252,1426344696,PRJNA327656,SAMN25760091,"Microbe\, viral or environmental",653387330,UNIVERSITY OF NEUCHATEL,2009,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX14108430,New Zealand,Oceania,New Zealand,Illumina HiSeq 2000,NZ_75,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2022-02-08T00:00:00Z,NZ_75,whole organism,SRP077778,Hordeum vulgare,2022-02-08T19:57:00Z,1,NZ_75,,,
SRR17951571,WGS,252,1785467880,PRJNA327656,SAMN25760090,"Microbe\, viral or environmental",804747009,UNIVERSITY OF NEUCHATEL,2000,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX14108429,Finland,Europe,Finland,Illumina HiSeq 2000,FI_34,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2022-02-08T00:00:00Z,FI_34,whole organism,SRP077778,Hordeum vulgare,2022-02-08T19:58:00Z,1,FI_34,,,
SRR17951572,WGS,252,1639515528,PRJNA327656,SAMN25760089,"Microbe\, viral or environmental",741517135,UNIVERSITY OF NEUCHATEL,2003,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX14108428,Ethiopia,Africa,Ethiopia,Illumina HiSeq 2000,ET_52,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2022-02-08T00:00:00Z,ET_52,whole organism,SRP077778,Hordeum vulgare,2022-02-08T19:58:00Z,1,ET_52,,,
SRR17951573,WGS,252,2871678348,PRJNA327656,SAMN25760088,"Microbe\, viral or environmental",1406784914,UNIVERSITY OF NEUCHATEL,1997,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX14108427,Australia,Oceania,Australia,Illumina HiSeq 2000,AU_118,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2022-02-08T00:00:00Z,AU_118,whole organism,SRP077778,Hordeum vulgare,2022-02-08T20:02:00Z,1,AU_118,,,
SRR17976409,WGS,252,2319171372,PRJNA327656,SAMN25847827,"Microbe\, viral or environmental",1019881107,UNIVERSITY OF NEUCHATEL,2000,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX14132253,Finland,Europe,Finland,Illumina HiSeq 2000,FI_29,PAIRED,RANDOM,GENOMIC,Rhynchosporium commune,ILLUMINA,2022-02-10T00:00:00Z,FI_29,whole organism,SRP077778,Hordeum vulgare,2022-02-10T16:20:00Z,1,FI_29,,,
